employee_id,department,project,job_level,employment_type,year,month,year_month,base_salary,overtime_hours,overtime_cost,allowance_cost,bonus_cost,total_cost
4,Sales,Client Support,Mid,Full-Time,2024,6,2024-06,8278.2,0,0.0,1934.63,0.0,10212.83
4,Sales,Client Support,Mid,Full-Time,2024,7,2024-07,8278.2,0,0.0,1753.83,0.0,10032.03
4,Sales,Client Support,Mid,Full-Time,2024,8,2024-08,8278.2,0,0.0,1970.93,0.0,10249.13
4,Sales,Client Support,Mid,Full-Time,2024,9,2024-09,7884.0,0,0.0,1833.67,0.0,9717.67
4,Sales,Client Support,Mid,Full-Time,2024,10,2024-10,7884.0,29,2110.85,1183.48,0.0,11178.33
4,Sales,Client Support,Mid,Full-Time,2024,11,2024-11,7884.0,0,0.0,1386.55,4605.03,13875.58
4,Sales,Client Support,Mid,Full-Time,2024,12,2024-12,7884.0,0,0.0,1273.93,0.0,9157.93
5,Sales,Digital Transformation,Mid,Full-Time,2023,1,2023-01,11543.0,0,0.0,1854.94,0.0,13397.94
5,Sales,Digital Transformation,Mid,Full-Time,2023,2,2023-02,11543.0,0,0.0,2843.03,0.0,14386.03
5,Sales,Digital Transformation,Mid,Full-Time,2023,3,2023-03,11543.0,0,0.0,2807.29,0.0,14350.29
5,Sales,Digital Transformation,Mid,Full-Time,2023,4,2023-04,11543.0,3,279.94,2621.25,0.0,14444.19
5,Sales,Digital Transformation,Mid,Full-Time,2023,5,2023-05,11543.0,0,0.0,2621.4,0.0,14164.4
5,Sales,Digital Transformation,Mid,Full-Time,2023,6,2023-06,12120.15,0,0.0,1888.22,0.0,14008.37
5,Sales,Digital Transformation,Mid,Full-Time,2023,7,2023-07,12120.15,17,1890.29,2997.91,0.0,17008.35
5,Sales,Digital Transformation,Mid,Full-Time,2023,8,2023-08,12120.15,0,0.0,1975.69,0.0,14095.84
5,Sales,Digital Transformation,Mid,Full-Time,2023,9,2023-09,11543.0,0,0.0,1756.99,0.0,13299.99
5,Sales,Digital Transformation,Mid,Full-Time,2023,10,2023-10,11543.0,0,0.0,2620.73,0.0,14163.73
5,Sales,Digital Transformation,Mid,Full-Time,2023,11,2023-11,11543.0,0,0.0,2047.3,0.0,13590.3
5,Sales,Digital Transformation,Mid,Full-Time,2023,12,2023-12,11543.0,0,0.0,1920.32,0.0,13463.32
5,Sales,Digital Transformation,Mid,Full-Time,2024,1,2024-01,11543.0,0,0.0,1826.54,0.0,13369.54
5,Sales,Digital Transformation,Mid,Full-Time,2024,2,2024-02,11543.0,0,0.0,2046.87,0.0,13589.87
5,Sales,Digital Transformation,Mid,Full-Time,2024,3,2024-03,11543.0,0,0.0,2230.49,0.0,13773.49
5,Sales,Digital Transformation,Mid,Full-Time,2024,4,2024-04,11543.0,0,0.0,2468.5,0.0,14011.5
5,Sales,Digital Transformation,Mid,Full-Time,2024,5,2024-05,11543.0,0,0.0,2867.26,0.0,14410.26
5,Sales,Digital Transformation,Mid,Full-Time,2024,6,2024-06,12120.15,0,0.0,2096.73,0.0,14216.88
5,Sales,Digital Transformation,Mid,Full-Time,2024,7,2024-07,12120.15,24,2597.47,2500.08,0.0,17217.7
5,Sales,Digital Transformation,Mid,Full-Time,2024,8,2024-08,12120.15,0,0.0,2011.03,0.0,14131.18
5,Sales,Digital Transformation,Mid,Full-Time,2024,9,2024-09,11543.0,28,2917.22,2621.33,0.0,17081.54
5,Sales,Digital Transformation,Mid,Full-Time,2024,10,2024-10,11543.0,0,0.0,2454.3,0.0,13997.3
5,Sales,Digital Transformation,Mid,Full-Time,2024,11,2024-11,11543.0,23,2456.12,2443.25,0.0,16442.37
5,Sales,Digital Transformation,Mid,Full-Time,2024,12,2024-12,11543.0,0,0.0,1875.95,0.0,13418.95
6,IT,Client Support,Junior,Full-Time,2023,1,2023-01,5763.0,0,0.0,957.13,0.0,6720.13
6,IT,Client Support,Junior,Full-Time,2023,2,2023-02,5763.0,0,0.0,1204.62,0.0,6967.62
6,IT,Client Support,Junior,Full-Time,2023,3,2023-03,5763.0,0,0.0,950.65,0.0,6713.65
6,IT,Client Support,Junior,Full-Time,2023,4,2023-04,5763.0,0,0.0,1092.4,0.0,6855.4
6,IT,Client Support,Junior,Full-Time,2023,5,2023-05,5763.0,0,0.0,1243.07,0.0,7006.07
6,IT,Client Support,Junior,Full-Time,2023,6,2023-06,6051.15,0,0.0,1457.01,0.0,7508.16
6,IT,Client Support,Junior,Full-Time,2023,7,2023-07,6051.15,0,0.0,995.97,0.0,7047.12
6,IT,Client Support,Junior,Full-Time,2023,8,2023-08,6051.15,31,1470.9,1199.55,0.0,8721.6
6,IT,Client Support,Junior,Full-Time,2023,9,2023-09,5763.0,32,1602.01,870.08,0.0,8235.09
6,IT,Client Support,Junior,Full-Time,2023,10,2023-10,5763.0,0,0.0,915.09,0.0,6678.09
6,IT,Client Support,Junior,Full-Time,2023,11,2023-11,5763.0,0,0.0,909.73,0.0,6672.73
6,IT,Client Support,Junior,Full-Time,2023,12,2023-12,5763.0,38,1779.62,1263.94,0.0,8806.56
6,IT,Client Support,Junior,Full-Time,2024,1,2024-01,5763.0,39,1979.42,1271.59,0.0,9014.01
6,IT,Client Support,Junior,Full-Time,2024,2,2024-02,5763.0,5,252.88,1217.69,0.0,7233.57
6,IT,Client Support,Junior,Full-Time,2024,3,2024-03,5763.0,11,581.53,1275.98,0.0,7620.51
6,IT,Client Support,Junior,Full-Time,2024,4,2024-04,5763.0,0,0.0,1334.03,0.0,7097.03
6,IT,Client Support,Junior,Full-Time,2024,5,2024-05,5763.0,19,950.06,1208.78,0.0,7921.83
6,IT,Client Support,Junior,Full-Time,2024,6,2024-06,6051.15,0,0.0,932.33,0.0,6983.48
6,IT,Client Support,Junior,Full-Time,2024,7,2024-07,6051.15,13,624.6,944.19,0.0,7619.95
6,IT,Client Support,Junior,Full-Time,2024,8,2024-08,6051.15,12,621.67,1280.27,0.0,7953.09
6,IT,Client Support,Junior,Full-Time,2024,9,2024-09,5763.0,0,0.0,1293.38,0.0,7056.38
6,IT,Client Support,Junior,Full-Time,2024,10,2024-10,5763.0,0,0.0,889.61,0.0,6652.61
6,IT,Client Support,Junior,Full-Time,2024,11,2024-11,5763.0,5,257.5,996.11,0.0,7016.61
6,IT,Client Support,Junior,Full-Time,2024,12,2024-12,5763.0,0,0.0,979.45,0.0,6742.45
7,Finance,Client Support,Mid,Full-Time,2023,1,2023-01,7352.0,0,0.0,1809.17,0.0,9161.17
7,Finance,Client Support,Mid,Full-Time,2023,2,2023-02,7352.0,0,0.0,1565.07,0.0,8917.07
7,Finance,Client Support,Mid,Full-Time,2023,3,2023-03,7352.0,0,0.0,1473.96,0.0,8825.96
7,Finance,Client Support,Mid,Full-Time,2023,4,2023-04,7352.0,0,0.0,1535.14,0.0,8887.14
7,Finance,Client Support,Mid,Full-Time,2023,5,2023-05,7352.0,33,2079.93,1744.94,0.0,11176.87
7,Finance,Client Support,Mid,Full-Time,2023,6,2023-06,7719.6,0,0.0,1371.64,0.0,9091.24
7,Finance,Client Support,Mid,Full-Time,2023,7,2023-07,7719.6,0,0.0,1320.56,0.0,9040.16
7,Finance,Client Support,Mid,Full-Time,2023,8,2023-08,7719.6,0,0.0,1723.87,0.0,9443.47
7,Finance,Client Support,Mid,Full-Time,2023,9,2023-09,7352.0,7,434.65,1545.28,0.0,9331.94
7,Finance,Client Support,Mid,Full-Time,2023,10,2023-10,7352.0,0,0.0,1479.67,0.0,8831.67
7,Finance,Client Support,Mid,Full-Time,2023,11,2023-11,7352.0,0,0.0,1424.2,6653.71,15429.92
7,Finance,Client Support,Mid,Full-Time,2023,12,2023-12,7352.0,0,0.0,1589.96,8470.41,17412.37
7,Finance,Client Support,Mid,Full-Time,2024,1,2024-01,7352.0,0,0.0,1733.59,0.0,9085.59
7,Finance,Client Support,Mid,Full-Time,2024,2,2024-02,7352.0,0,0.0,1199.02,0.0,8551.02
7,Finance,Client Support,Mid,Full-Time,2024,3,2024-03,7352.0,0,0.0,1276.34,0.0,8628.34
7,Finance,Client Support,Mid,Full-Time,2024,4,2024-04,7352.0,13,796.1,1432.74,0.0,9580.84
7,Finance,Client Support,Mid,Full-Time,2024,5,2024-05,7352.0,0,0.0,1433.22,0.0,8785.22
7,Finance,Client Support,Mid,Full-Time,2024,6,2024-06,7719.6,0,0.0,1352.88,0.0,9072.48
7,Finance,Client Support,Mid,Full-Time,2024,7,2024-07,7719.6,0,0.0,1625.39,0.0,9344.99
7,Finance,Client Support,Mid,Full-Time,2024,8,2024-08,7719.6,0,0.0,1761.45,0.0,9481.05
7,Finance,Client Support,Mid,Full-Time,2024,9,2024-09,7352.0,0,0.0,1738.17,0.0,9090.17
7,Finance,Client Support,Mid,Full-Time,2024,10,2024-10,7352.0,0,0.0,1127.93,0.0,8479.93
7,Finance,Client Support,Mid,Full-Time,2024,11,2024-11,7352.0,0,0.0,1272.73,8381.3,17006.03
7,Finance,Client Support,Mid,Full-Time,2024,12,2024-12,7352.0,36,2453.95,1335.24,0.0,11141.19
8,Finance,Infrastructure,Mid,Full-Time,2023,1,2023-01,8229.0,0,0.0,1629.26,0.0,9858.26
8,Finance,Infrastructure,Mid,Full-Time,2023,2,2023-02,8229.0,0,0.0,1500.25,0.0,9729.25
8,Finance,Infrastructure,Mid,Full-Time,2023,3,2023-03,8229.0,0,0.0,1443.55,0.0,9672.55
8,Finance,Infrastructure,Mid,Full-Time,2023,4,2023-04,8229.0,0,0.0,1672.33,0.0,9901.33
8,Finance,Infrastructure,Mid,Full-Time,2023,5,2023-05,8229.0,15,1145.6,1837.45,0.0,11212.05
8,Finance,Infrastructure,Mid,Full-Time,2023,6,2023-06,8640.45,20,1375.42,1877.23,0.0,11893.1
8,Finance,Infrastructure,Mid,Full-Time,2023,7,2023-07,8640.45,0,0.0,1449.13,0.0,10089.58
8,Finance,Infrastructure,Mid,Full-Time,2023,8,2023-08,8640.45,0,0.0,2112.26,0.0,10752.71
8,Finance,Infrastructure,Mid,Full-Time,2023,9,2023-09,8229.0,0,0.0,1742.78,0.0,9971.78
8,Finance,Infrastructure,Mid,Full-Time,2023,10,2023-10,8229.0,0,0.0,1259.36,0.0,9488.36
8,Finance,Infrastructure,Mid,Full-Time,2023,11,2023-11,8229.0,0,0.0,1791.05,9536.47,19556.52
8,Finance,Infrastructure,Mid,Full-Time,2023,12,2023-12,8229.0,0,0.0,1322.07,0.0,9551.07
8,Finance,Infrastructure,Mid,Full-Time,2024,1,2024-01,8229.0,0,0.0,2038.47,0.0,10267.47
8,Finance,Infrastructure,Mid,Full-Time,2024,2,2024-02,8229.0,0,0.0,1878.18,0.0,10107.18
8,Finance,Infrastructure,Mid,Full-Time,2024,3,2024-03,8229.0,0,0.0,1957.28,0.0,10186.28
8,Finance,Infrastructure,Mid,Full-Time,2024,4,2024-04,8229.0,0,0.0,1783.71,0.0,10012.71
8,Finance,Infrastructure,Mid,Full-Time,2024,5,2024-05,8229.0,0,0.0,1890.87,0.0,10119.87
8,Finance,Infrastructure,Mid,Full-Time,2024,6,2024-06,8640.45,0,0.0,1399.93,0.0,10040.38
8,Finance,Infrastructure,Mid,Full-Time,2024,7,2024-07,8640.45,0,0.0,1576.52,0.0,10216.97
8,Finance,Infrastructure,Mid,Full-Time,2024,8,2024-08,8640.45,0,0.0,1896.98,0.0,10537.43
8,Finance,Infrastructure,Mid,Full-Time,2024,9,2024-09,8229.0,0,0.0,1429.83,0.0,9658.83
8,Finance,Infrastructure,Mid,Full-Time,2024,10,2024-10,8229.0,0,0.0,1294.58,0.0,9523.58
8,Finance,Infrastructure,Mid,Full-Time,2024,11,2024-11,8229.0,0,0.0,1744.13,0.0,9973.13
8,Finance,Infrastructure,Mid,Full-Time,2024,12,2024-12,8229.0,0,0.0,1661.5,0.0,9890.5
9,Finance,Infrastructure,Mid,Full-Time,2023,1,2023-01,8177.0,4,275.91,1700.96,0.0,10153.87
9,Finance,Infrastructure,Mid,Full-Time,2023,2,2023-02,8177.0,0,0.0,1852.0,0.0,10029.0
9,Finance,Infrastructure,Mid,Full-Time,2023,3,2023-03,8177.0,0,0.0,2007.88,0.0,10184.88
9,Finance,Infrastructure,Mid,Full-Time,2023,4,2023-04,8177.0,22,1526.53,1959.79,0.0,11663.32
9,Finance,Infrastructure,Mid,Full-Time,2023,5,2023-05,8177.0,14,937.91,1984.59,0.0,11099.5
9,Finance,Infrastructure,Mid,Full-Time,2023,6,2023-06,8585.85,20,1470.11,1454.92,0.0,11510.88
9,Finance,Infrastructure,Mid,Full-Time,2023,7,2023-07,8585.85,3,211.57,1532.47,0.0,10329.88
9,Finance,Infrastructure,Mid,Full-Time,2023,8,2023-08,8585.85,0,0.0,1750.79,0.0,10336.64
9,Finance,Infrastructure,Mid,Full-Time,2023,9,2023-09,8177.0,0,0.0,1812.15,0.0,9989.15
9,Finance,Infrastructure,Mid,Full-Time,2023,10,2023-10,8177.0,3,223.2,1653.78,0.0,10053.98
9,Finance,Infrastructure,Mid,Full-Time,2023,11,2023-11,8177.0,9,666.91,1377.49,0.0,10221.4
9,Finance,Infrastructure,Mid,Full-Time,2023,12,2023-12,8177.0,0,0.0,1977.0,0.0,10154.0
9,Finance,Infrastructure,Mid,Full-Time,2024,1,2024-01,8177.0,0,0.0,1657.07,0.0,9834.07
9,Finance,Infrastructure,Mid,Full-Time,2024,2,2024-02,8177.0,12,858.83,1896.4,0.0,10932.23
9,Finance,Infrastructure,Mid,Full-Time,2024,3,2024-03,8177.0,0,0.0,1399.94,0.0,9576.94
9,Finance,Infrastructure,Mid,Full-Time,2024,4,2024-04,8177.0,0,0.0,1913.3,0.0,10090.3
9,Finance,Infrastructure,Mid,Full-Time,2024,5,2024-05,8177.0,0,0.0,1420.24,0.0,9597.24
9,Finance,Infrastructure,Mid,Full-Time,2024,6,2024-06,8585.85,0,0.0,1994.16,0.0,10580.01
9,Finance,Infrastructure,Mid,Full-Time,2024,7,2024-07,8585.85,0,0.0,1369.9,0.0,9955.75
9,Finance,Infrastructure,Mid,Full-Time,2024,8,2024-08,8585.85,0,0.0,1791.53,0.0,10377.38
9,Finance,Infrastructure,Mid,Full-Time,2024,9,2024-09,8177.0,34,2549.62,1613.23,0.0,12339.86
9,Finance,Infrastructure,Mid,Full-Time,2024,10,2024-10,8177.0,0,0.0,1481.89,0.0,9658.89
9,Finance,Infrastructure,Mid,Full-Time,2024,11,2024-11,8177.0,6,425.21,1416.21,0.0,10018.42
9,Finance,Infrastructure,Mid,Full-Time,2024,12,2024-12,8177.0,0,0.0,2034.26,9772.7,19983.96
10,Sales,Core Operations,Senior,Full-Time,2023,1,2023-01,15906.0,0,0.0,5128.92,0.0,21034.92
10,Sales,Core Operations,Senior,Full-Time,2023,2,2023-02,15906.0,23,2931.5,4142.1,0.0,22979.6
10,Sales,Core Operations,Senior,Full-Time,2023,3,2023-03,15906.0,0,0.0,4412.58,0.0,20318.58
10,Sales,Core Operations,Senior,Full-Time,2023,4,2023-04,15906.0,39,5471.82,4924.1,0.0,26301.92
10,Sales,Core Operations,Senior,Full-Time,2023,5,2023-05,15906.0,0,0.0,4522.97,0.0,20428.97
10,Sales,Core Operations,Senior,Full-Time,2023,6,2023-06,16701.3,0,0.0,5564.64,0.0,22265.94
10,Sales,Core Operations,Senior,Full-Time,2023,7,2023-07,16701.3,0,0.0,5244.49,0.0,21945.79
10,Sales,Core Operations,Senior,Full-Time,2023,8,2023-08,16701.3,7,1032.25,5065.43,0.0,22798.98
10,Sales,Core Operations,Senior,Full-Time,2023,9,2023-09,15906.0,0,0.0,5041.39,0.0,20947.39
10,Sales,Core Operations,Senior,Full-Time,2023,10,2023-10,15906.0,0,0.0,4863.71,0.0,20769.71
10,Sales,Core Operations,Senior,Full-Time,2023,11,2023-11,15906.0,0,0.0,4072.16,0.0,19978.16
10,Sales,Core Operations,Senior,Full-Time,2023,12,2023-12,15906.0,0,0.0,5074.02,16475.88,37455.9
10,Sales,Core Operations,Senior,Full-Time,2024,1,2024-01,15906.0,15,1864.45,4455.04,0.0,22225.48
10,Sales,Core Operations,Senior,Full-Time,2024,2,2024-02,15906.0,0,0.0,4584.95,0.0,20490.95
10,Sales,Core Operations,Senior,Full-Time,2024,3,2024-03,15906.0,39,4865.77,5149.06,0.0,25920.83
10,Sales,Core Operations,Senior,Full-Time,2024,4,2024-04,15906.0,0,0.0,5044.68,0.0,20950.68
10,Sales,Core Operations,Senior,Full-Time,2024,5,2024-05,15906.0,21,2656.09,5177.83,0.0,23739.93
10,Sales,Core Operations,Senior,Full-Time,2024,6,2024-06,16701.3,15,2155.58,4441.38,0.0,23298.26
10,Sales,Core Operations,Senior,Full-Time,2024,7,2024-07,16701.3,35,4843.62,4614.76,0.0,26159.68
10,Sales,Core Operations,Senior,Full-Time,2024,8,2024-08,16701.3,0,0.0,5740.17,0.0,22441.47
10,Sales,Core Operations,Senior,Full-Time,2024,9,2024-09,15906.0,0,0.0,4607.94,0.0,20513.94
10,Sales,Core Operations,Senior,Full-Time,2024,10,2024-10,15906.0,0,0.0,4796.74,0.0,20702.74
10,Sales,Core Operations,Senior,Full-Time,2024,11,2024-11,15906.0,0,0.0,5554.63,0.0,21460.63
10,Sales,Core Operations,Senior,Full-Time,2024,12,2024-12,15906.0,37,5349.53,4581.92,0.0,25837.45
11,HR,Core Operations,Mid,Full-Time,2023,1,2023-01,7133.0,6,354.73,1127.67,0.0,8615.4
11,HR,Core Operations,Mid,Full-Time,2023,2,2023-02,7133.0,0,0.0,1565.66,0.0,8698.66
11,HR,Core Operations,Mid,Full-Time,2023,3,2023-03,7133.0,0,0.0,1527.16,0.0,8660.16
